user_id,activated_7d,adopted_recurring_buy,retained_7d,support_contact_7d,net_deposits_7d
2481,0,0,1,0,57.39
2482,0,0,0,0,87.41
2483,1,0,0,0,137.6
2484,0,0,0,0,25.27
2485,0,1,0,0,122.98
2486,0,0,0,0,116.07
2487,1,0,1,0,79.35
2488,0,0,1,0,22.09
2489,1,0,0,0,138.78
2490,1,0,0,1,96.99
2491,0,0,0,0,60.29
2492,1,0,0,0,45.46
2493,1,0,1,0,121.73
2494,1,1,1,0,111.51
2495,0,0,0,0,0.0
2496,1,0,1,0,4.02
2497,0,0,0,0,96.74
2498,0,0,0,0,6.2
2499,0,0,1,0,133.41
2500,0,0,0,0,110.62
2501,0,0,0,0,36.24
2502,0,0,0,1,74.81
2503,0,0,1,0,28.17
2504,0,1,0,0,54.75
2505,0,1,1,0,0.83
2506,0,1,1,0,133.9
2507,1,0,1,0,27.98
2508,1,0,0,1,0.0
2509,1,1,0,1,91.35
2510,1,0,0,0,123.86
2511,0,0,0,0,111.04
2512,0,0,1,0,152.92
2513,0,0,0,0,58.24
2514,0,0,1,0,69.1
2515,0,0,0,1,73.73
2516,1,1,0,0,121.9
2517,0,1,1,0,53.66
2518,0,0,0,0,38.79
2519,0,0,0,0,137.59
2520,0,1,0,0,135.87
2521,0,0,0,0,102.73
2522,0,0,0,0,60.64
2523,1,1,1,0,63.29
2524,0,0,0,0,0.0
2525,1,0,1,0,106.29
2526,1,0,0,0,2.53
2527,0,0,0,0,69.57
2528,1,0,0,1,0.0
2529,1,0,1,0,151.97
2530,0,0,0,0,42.52
2531,1,0,0,0,12.17
2532,0,0,0,0,33.5
2533,1,0,1,0,136.35
2534,0,1,0,0,0.0
2535,0,0,0,0,45.42
2536,1,1,1,0,87.46
2537,0,0,0,0,30.69
2538,1,0,0,0,94.47
2539,1,0,0,0,12.39
2540,0,1,0,0,99.56
2541,0,0,0,0,0.0
2542,1,0,0,1,45.73
2543,0,0,0,0,57.34
2544,0,0,0,0,0.0
2545,1,0,0,0,92.31
2546,1,0,1,0,92.6
2547,1,0,0,0,189.03
2548,1,0,0,0,18.21
2549,1,1,1,0,155.83
2550,0,0,0,0,0.0
2551,0,0,0,1,67.83
2552,0,0,0,0,107.45
2553,0,0,0,0,140.86
2554,0,1,1,0,67.99
2555,1,0,1,0,17.5
2556,1,0,0,0,69.21
2557,0,0,0,0,40.0
2558,0,0,1,0,0.0
2559,0,0,0,0,8.99
2560,1,0,1,0,12.98
2561,0,0,1,0,125.77
2562,0,0,1,0,99.82
2563,1,0,1,0,65.02
2564,0,0,0,0,50.88
2565,1,1,0,0,58.06
2566,1,1,1,1,114.8
2567,1,0,0,1,24.87
2568,1,0,1,0,43.07
2569,0,0,0,0,52.21
2570,0,1,0,0,19.36
2571,0,0,0,0,138.09
2572,1,1,0,0,136.66
2573,1,1,0,0,81.21
2574,0,0,0,0,0.0
2575,0,0,0,0,54.66
2576,0,0,1,0,149.78
2577,0,0,1,0,121.69
2578,1,0,1,0,98.72
2579,0,0,0,1,29.22
2580,0,1,1,1,68.59
2581,0,0,0,0,63.09
2582,0,0,0,0,134.46
2583,0,0,0,0,68.85
2584,0,1,0,0,36.96
2585,0,0,0,0,131.8
2586,0,0,0,0,120.34
2587,1,1,1,0,50.28
2588,1,0,0,0,83.86
2589,0,0,0,0,24.6
2590,1,0,1,0,0.0
2591,1,1,1,0,146.02
2592,1,0,0,0,153.76
2593,0,0,1,0,25.62
2594,1,0,0,0,20.47
2595,0,1,0,0,25.21
2596,0,0,0,0,69.63
2597,0,0,0,0,0.0
2598,0,0,0,0,55.78
2599,0,1,0,0,53.44
2600,0,0,1,0,49.3
2601,0,0,0,1,127.7
2602,1,0,1,0,31.24
2603,1,0,1,0,0.0
2604,0,0,0,0,1.83
2605,0,0,0,0,94.34
2606,0,1,0,1,74.89
2607,1,0,1,0,122.8
2608,0,0,1,0,54.73
2609,0,0,0,0,34.99
2610,1,0,1,0,175.65
2611,0,1,1,0,76.74
2612,0,0,0,0,83.39
2613,0,0,0,1,93.22
2614,0,0,0,0,120.03
2615,0,0,0,0,13.67
2616,0,0,0,1,53.19
2617,0,0,0,0,95.53
2618,1,0,1,0,108.75
2619,1,1,0,0,165.04
2620,1,0,0,1,98.63
2621,0,0,0,0,62.06
2622,1,1,1,0,20.09
2623,0,0,0,0,70.58
2624,0,1,0,0,0.0
2625,1,0,1,0,96.3
2626,1,1,1,0,0.0
2627,0,1,1,1,144.43
2628,1,0,0,0,13.46
2629,0,1,0,0,0.0
2630,0,0,0,0,72.85
2631,0,0,0,0,173.51
2632,1,1,1,0,0.0
2633,0,0,0,0,68.0
2634,1,1,1,0,151.06
2635,0,0,0,1,29.77
2636,1,0,1,0,47.41
2637,0,0,0,0,0.0
2638,0,0,0,1,190.73
2639,1,1,1,0,60.87
2640,1,0,1,1,77.45
2641,0,0,0,0,77.73
2642,0,0,1,0,0.0
2643,1,0,1,0,15.69
2644,0,0,0,1,52.14
2645,0,0,0,0,0.0
2646,1,1,1,0,53.27
2647,0,0,0,0,56.73
2648,0,0,0,0,62.51
2649,1,1,0,0,38.57
2650,0,0,0,0,124.99
2651,0,1,1,0,0.0
2652,0,1,1,0,88.52
2653,1,0,0,1,4.47
2654,0,0,1,0,10.71
2655,0,0,1,0,110.46
2656,1,1,0,0,127.02
2657,0,0,0,0,14.74
2658,0,0,0,0,0.0
2659,1,1,1,0,187.58
2660,0,0,0,0,0.0
2661,0,0,1,0,105.53
2662,0,0,1,1,0.0
2663,1,0,1,0,110.94
2664,0,0,0,0,84.3
2665,0,0,0,0,0.0
2666,0,1,0,0,0.0
2667,0,0,0,0,86.05
2668,1,1,1,0,195.01
2669,1,0,1,1,9.52
2670,1,1,0,0,34.47
2671,1,0,0,0,5.74
2672,0,1,0,0,35.04
2673,0,0,1,0,0.0
2674,1,0,1,0,0.0
2675,0,0,0,0,31.41
2676,0,0,0,0,99.87
2677,1,0,0,0,173.18
2678,0,0,1,0,38.06
2679,0,0,1,1,107.17
2680,1,0,1,0,0.0
2681,0,1,1,0,105.81
2682,1,1,1,0,46.55
2683,0,0,0,1,45.13
2684,0,0,1,0,66.76
2685,1,1,0,0,94.02
2686,0,1,1,0,44.05
2687,0,0,0,0,40.01
2688,1,0,1,0,51.96
2689,0,1,1,0,60.36
2690,0,0,1,1,41.15
2691,0,0,0,1,111.7
2692,0,0,0,0,182.64
2693,0,1,0,0,8.44
2694,0,1,1,0,51.44
2695,0,0,0,0,76.74
2696,1,0,0,0,53.62
2697,0,0,0,0,138.31
2698,0,0,0,0,56.54
2699,1,1,0,0,37.34
2700,1,0,1,0,101.41
2701,1,1,1,0,84.3
2702,0,0,0,1,0.0
2703,0,0,1,0,18.08
2704,0,0,0,0,24.46
2705,0,0,0,0,55.26
2706,0,0,1,0,80.73
2707,1,1,1,0,63.91
2708,0,0,0,0,64.77
2709,1,0,1,0,156.25
2710,1,0,1,0,104.61
2711,0,0,0,0,49.07
2712,0,0,0,1,80.38
2713,1,0,0,0,7.59
2714,1,0,0,0,36.62
2715,1,1,0,0,27.23
2716,0,0,0,0,0.0
2717,0,0,0,0,117.83
2718,1,0,0,0,84.48
2719,0,0,0,1,26.89
2720,0,1,1,0,42.89
2721,0,0,0,0,73.96
2722,1,0,0,0,33.61
2723,0,0,0,0,7.28
2724,1,0,1,0,80.5
2725,0,0,0,0,34.33
2726,0,1,1,0,0.0
2727,0,1,0,0,110.31
2728,1,1,0,0,74.48
2729,0,0,0,0,15.15
2730,1,0,1,0,119.5
2731,1,1,1,0,107.94
2732,1,1,1,1,0.0
2733,1,0,1,0,109.67
2734,0,0,0,0,0.0
2735,1,0,1,0,169.3
2736,0,0,0,0,21.51
2737,0,0,1,0,78.22
2738,0,0,0,0,64.72
2739,0,0,0,0,66.46
2740,0,0,0,0,206.61
2741,0,0,0,0,78.62
2742,0,0,0,0,4.86
2743,1,0,0,0,93.57
2744,0,1,0,0,0.0
2745,1,0,1,0,24.57
2746,1,0,1,0,102.34
2747,0,0,0,0,111.35
2748,0,1,1,1,102.37
2749,1,0,0,0,5.44
2750,0,0,0,0,26.63
2751,1,0,0,0,163.71
2752,0,0,0,0,90.18
2753,1,0,0,0,124.68
2754,1,0,0,0,28.59
2755,0,1,0,0,139.17
2756,0,1,0,0,0.0
2757,0,0,0,0,5.27
2758,1,1,1,0,92.86
2759,0,0,1,0,110.49
2760,0,0,0,0,0.0
2761,0,0,0,0,56.59
2762,0,0,0,0,0.0
2763,0,0,0,1,70.23
2764,0,0,0,0,65.53
2765,0,0,1,0,47.99
2766,1,0,1,0,0.0
2767,0,0,0,0,0.0
2768,0,0,0,0,100.22
2769,0,0,0,0,109.65
2770,1,1,0,0,65.09
2771,1,1,0,0,0.0
2772,0,0,1,0,4.36
2773,1,0,1,0,97.13
2774,1,0,1,0,0.0
2775,1,0,1,0,33.12
2776,0,0,0,0,0.0
2777,1,1,1,0,36.32
2778,0,1,0,0,165.22
2779,0,0,0,1,63.46
2780,1,0,0,0,84.27
2781,0,1,1,0,146.41
2782,1,0,1,0,0.0
2783,0,0,0,0,99.81
2784,0,0,1,1,187.38
2785,1,0,1,0,54.21
2786,1,0,1,0,94.41
2787,0,0,1,0,107.42
2788,0,0,1,0,81.1
2789,0,0,0,0,96.65
2790,1,0,0,0,164.7
2791,0,0,1,0,24.03
2792,0,0,0,1,56.89
2793,1,0,1,0,0.0
2794,1,1,1,0,94.55
2795,1,0,0,0,0.0
2796,0,0,0,0,0.0
2797,0,0,0,0,0.0
2798,0,0,0,0,64.15
2799,1,0,1,0,0.0
2800,1,0,0,1,97.15
2801,0,0,0,1,63.47
2802,1,0,1,0,82.03
2803,0,0,0,0,65.43
2804,0,0,0,1,66.86
2805,1,0,1,0,181.24
2806,1,0,1,0,21.53
2807,1,0,0,0,0.0
2808,0,0,0,0,96.22
2809,1,1,0,0,75.93
2810,1,0,1,0,83.73
2811,1,0,1,1,98.86
2812,0,1,1,0,0.0
2813,0,0,0,0,96.73
2814,0,0,0,0,78.99
2815,1,0,1,0,215.52
2816,1,0,0,0,22.96
2817,1,0,0,1,0.0
2818,0,1,1,0,42.6
2819,0,1,1,0,43.55
2820,0,1,1,1,0.0
2821,0,1,0,1,13.49
2822,0,0,0,0,12.54
2823,0,0,0,0,0.0
2824,0,0,0,0,19.34
2825,1,0,0,0,78.7
2826,1,0,0,1,87.24
2827,0,0,1,0,0.76
2828,1,0,1,0,57.46
2829,0,0,0,0,0.0
2830,1,0,0,0,16.97
2831,0,0,0,0,28.38
2832,0,0,0,0,0.0
2833,0,0,0,0,10.44
2834,1,0,0,0,30.29
2835,1,1,1,0,101.97
2836,1,0,1,0,101.26
2837,1,0,1,0,70.91
2838,0,0,0,0,46.84
2839,0,0,0,0,77.71
2840,1,0,0,0,51.0
2841,0,0,1,0,148.35
2842,0,0,0,0,60.78
2843,0,0,0,0,69.71
2844,1,1,0,0,8.41
2845,0,0,0,0,14.63
2846,0,0,0,0,65.37
2847,0,0,0,0,107.16
2848,0,0,0,0,0.0
2849,1,0,1,0,105.84
2850,1,0,0,0,11.58
2851,0,0,0,0,117.01
2852,0,0,0,0,35.08
2853,0,0,0,0,94.9
2854,1,0,1,0,71.37
2855,0,0,1,0,44.9
2856,0,0,0,1,43.85
2857,1,0,0,0,45.04
2858,0,0,1,0,156.58
2859,1,0,1,0,153.26
2860,0,0,0,0,8.25
2861,1,1,1,0,255.5
2862,0,0,1,0,104.45
2863,0,0,0,0,22.8
2864,1,0,1,0,4.94
2865,1,0,1,0,179.53
2866,0,1,0,0,118.3
2867,0,0,0,1,107.97
2868,0,0,0,0,0.0
2869,0,0,0,0,0.0
2870,1,0,0,0,63.91
2871,0,1,0,1,140.29
2872,0,0,1,0,3.02
2873,0,0,0,0,171.87
2874,1,0,1,0,203.86
2875,0,0,0,0,0.0
2876,1,0,0,0,34.73
2877,0,0,1,0,0.0
2878,1,0,0,0,0.0
2879,1,0,0,0,43.6
2880,0,0,0,0,47.06
2881,1,0,1,0,120.94
2882,1,0,0,0,0.0
2883,0,0,1,0,59.9
2884,0,0,0,0,74.03
2885,0,0,0,0,97.09
2886,0,1,0,0,150.73
2887,1,0,0,0,65.66
2888,0,0,0,0,117.39
2889,1,1,1,1,0.0
2890,0,0,0,0,64.13
2891,1,0,1,0,77.01
2892,0,0,1,1,0.0
2893,1,0,1,1,216.48
2894,0,0,0,0,117.55
2895,0,1,1,1,125.19
2896,0,0,1,0,160.47
2897,0,0,1,0,9.31
2898,0,0,1,0,0.0
2899,0,0,0,0,18.55
2900,1,0,0,0,21.52
2901,0,1,1,0,58.61
2902,1,1,1,0,0.0
2903,1,1,0,1,59.41
2904,0,0,0,0,0.0
2905,1,0,1,0,79.57
2906,0,0,0,0,60.35
2907,0,0,0,0,139.34
2908,1,0,0,1,108.27
2909,0,0,0,1,0.0
2910,1,0,0,0,98.87
2911,0,0,1,0,121.1
2912,1,1,1,0,86.09
2913,1,0,1,0,135.85
2914,1,0,0,0,0.0
2915,0,0,0,0,85.75
2916,0,0,0,0,59.91
2917,1,0,1,0,179.51
2918,1,1,0,0,0.0
2919,0,0,1,0,91.21
2920,1,0,1,0,91.7
2921,1,0,0,0,158.14
2922,1,1,1,1,47.32
2923,0,0,0,0,26.27
2924,0,0,1,0,147.03
2925,1,0,1,0,66.69
2926,0,0,0,1,77.53
2927,0,0,0,0,82.8
2928,1,1,1,0,147.77
2929,1,0,1,0,41.12
2930,0,0,0,0,57.88
2931,0,0,0,0,110.1
2932,0,0,1,0,124.81
2933,0,1,0,0,129.68
2934,1,0,1,0,103.83
2935,1,1,1,0,40.61
2936,0,0,0,0,64.74
2937,1,1,1,0,71.42
2938,1,0,1,0,30.9
2939,0,0,0,0,35.11
2940,1,1,0,0,0.0
2941,1,0,0,0,84.39
2942,1,0,1,0,124.61
2943,0,0,0,0,2.43
2944,0,0,0,0,0.0
2945,0,0,0,0,19.43
2946,0,0,0,0,82.47
2947,0,0,0,0,117.28
2948,0,0,0,0,63.14
2949,1,0,0,0,73.63
2950,0,0,1,0,116.77
2951,0,0,0,1,0.0
2952,0,1,0,0,55.22
2953,0,0,0,0,2.94
2954,0,0,0,0,159.47
2955,0,0,1,0,101.16
2956,1,0,0,0,58.88
2957,1,0,1,0,15.4
2958,0,0,0,0,50.36
2959,1,0,0,0,0.0
2960,0,0,0,0,0.0
2961,1,0,1,0,52.23
2962,1,1,1,0,107.3
2963,0,1,0,0,0.0
2964,0,0,1,0,118.15
2965,0,0,1,0,33.76
2966,0,1,0,0,0.0
2967,0,0,1,0,83.28
2968,1,0,1,0,119.32
2969,1,0,0,0,16.63
2970,0,1,0,0,0.0
2971,0,1,0,0,51.96
2972,1,1,0,0,11.02
2973,0,0,1,0,0.0
2974,0,0,1,0,105.33
2975,1,0,1,0,0.0
2976,0,1,1,1,184.79
2977,0,1,1,0,26.7
2978,0,0,0,1,48.44
2979,0,0,0,0,76.47
2980,1,0,1,0,36.76
2981,0,0,1,0,58.24
2982,1,0,0,0,225.08
2983,1,0,0,0,96.48
2984,1,0,0,0,35.07
2985,0,0,0,0,55.55
2986,1,0,1,0,93.07
2987,1,0,1,0,69.21
2988,1,1,1,0,22.5
2989,0,0,0,0,35.55
2990,1,0,1,0,96.82
2991,1,1,0,0,59.11
2992,1,1,1,0,100.97
2993,0,0,0,0,83.31
2994,1,1,1,1,51.99
2995,0,0,1,0,0.0
2996,0,0,1,0,44.91
2997,1,1,1,0,162.05
2998,0,1,0,0,99.83
2999,0,0,1,0,10.6
3000,0,0,0,0,9.5
3001,1,0,0,0,0.0
3002,0,0,0,1,0.0
3003,0,0,0,0,27.42
3004,0,0,1,1,233.06
3005,1,1,1,0,201.53
3006,0,1,1,0,21.74
3007,1,0,1,0,119.42
3008,0,0,0,0,0.0
3009,1,0,0,0,2.78
3010,1,0,0,0,158.52
3011,0,0,0,0,9.31
3012,0,0,0,0,154.69
3013,1,0,0,1,98.35
3014,1,0,0,0,89.05
3015,1,0,0,0,0.0
3016,1,1,1,0,214.03
3017,0,0,0,0,20.65
3018,0,0,0,0,31.1
3019,1,1,0,0,101.83
3020,0,0,0,0,18.04
3021,1,0,1,1,23.37
3022,0,0,1,0,114.31
3023,1,0,1,0,206.99
3024,0,0,0,0,76.63
3025,1,0,1,0,42.86
3026,0,0,0,0,2.03
3027,1,1,1,0,0.0
3028,0,0,0,0,96.73
3029,0,1,0,0,131.91
3030,0,0,0,1,126.66
3031,1,0,1,0,51.49
3032,0,0,0,0,0.0
3033,1,1,0,1,185.69
3034,0,0,0,0,36.57
3035,1,0,0,0,0.0
3036,0,0,0,0,27.54
3037,0,0,0,0,99.19
3038,0,1,1,1,70.89
3039,1,0,0,0,0.0
3040,0,0,0,0,100.74
3041,0,0,0,0,18.27
3042,0,0,0,0,48.52
3043,1,1,1,0,44.83
3044,0,0,1,0,123.81
3045,1,0,1,0,158.63
3046,0,0,0,0,25.7
3047,0,0,1,0,159.55
3048,0,1,1,0,140.52
3049,0,0,0,0,0.0
3050,0,0,0,0,0.0
3051,0,0,0,0,0.0
3052,1,0,1,0,140.23
3053,0,0,1,0,0.0
3054,0,0,0,0,44.78
3055,1,0,0,0,17.74
3056,0,0,0,0,68.47
3057,1,0,0,0,65.88
3058,1,0,1,0,62.12
3059,1,0,1,0,50.53
3060,0,0,0,0,0.0
3061,1,1,0,0,19.99
3062,0,1,1,0,77.06
3063,0,0,0,1,17.76
3064,0,0,0,0,0.0
3065,1,0,0,0,3.9
3066,1,0,1,0,71.67
3067,0,0,0,0,33.8
3068,1,0,1,0,55.23
3069,1,1,0,0,0.0
3070,0,0,1,1,0.0
3071,0,0,0,0,0.0
3072,0,1,0,0,0.0
3073,1,0,0,0,127.27
3074,0,0,1,0,102.59
3075,0,0,0,0,77.75
3076,1,0,1,0,94.99
3077,0,0,0,0,42.72
3078,0,0,0,0,39.19
3079,0,0,0,0,69.94
3080,0,0,0,0,34.61
3081,0,1,0,0,33.57
3082,0,0,0,0,0.0
3083,0,1,0,0,21.47
3084,1,0,1,0,53.6
3085,0,1,1,0,45.6
3086,0,0,1,1,58.36
3087,0,1,1,0,94.1
3088,0,0,0,0,103.42
3089,0,0,0,0,67.62
3090,1,1,1,1,223.09
3091,0,0,1,0,49.24
3092,1,0,0,0,51.77
3093,1,0,0,1,155.3
3094,0,0,0,0,69.9
3095,0,0,0,0,0.0
3096,0,0,0,0,177.25
3097,1,0,1,0,100.65
3098,0,0,0,0,36.8
3099,0,0,0,0,64.28
3100,0,0,0,0,103.53
3101,0,0,0,0,64.57
3102,1,1,1,0,143.23
3103,0,0,1,0,0.0
3104,1,0,1,1,17.0
3105,1,0,0,0,130.02
3106,1,0,0,0,26.98
3107,0,0,1,0,96.13
3108,1,0,1,0,89.74
3109,1,0,0,0,21.28
3110,1,0,0,0,54.18
3111,0,1,1,0,93.71
3112,0,0,0,0,0.0
3113,0,0,0,0,78.89
3114,0,1,0,0,54.9
3115,1,0,1,1,59.22
3116,0,0,0,0,50.74
3117,0,0,0,0,110.04
3118,0,0,0,0,45.57
3119,0,0,0,0,89.65
3120,0,0,1,0,71.99
3121,0,1,0,0,126.97
3122,0,0,0,0,68.37
3123,0,0,0,0,44.42
3124,1,0,1,0,94.17
3125,0,1,0,0,72.23
3126,0,0,0,0,0.0
3127,0,0,0,0,134.21
3128,0,0,1,0,85.8
3129,0,0,0,0,161.54
3130,0,0,0,0,154.52
3131,0,0,0,0,25.61
3132,0,1,0,0,0.0
3133,1,0,1,0,99.95
3134,1,1,1,0,33.93
3135,0,0,0,0,88.07
3136,0,0,0,0,38.87
3137,0,0,0,0,79.22
3138,0,0,0,1,0.0
3139,1,0,0,0,163.63
3140,1,0,1,0,74.57
3141,1,1,1,0,1.53
3142,1,1,0,0,1.3
3143,0,0,0,0,0.0
3144,0,0,1,0,82.21
3145,0,0,0,0,60.66
3146,0,0,0,0,79.11
3147,0,0,0,0,87.65
3148,1,0,0,0,174.8
3149,1,0,1,0,53.72
3150,1,0,1,0,116.65
3151,0,1,1,0,153.82
3152,0,1,0,0,74.24
3153,0,0,0,0,43.23
3154,0,0,1,0,43.83
3155,0,0,0,0,65.2
3156,1,0,0,0,66.11
3157,1,0,0,0,117.73
3158,1,1,1,0,172.25
3159,1,0,0,0,101.07
3160,1,0,0,0,60.03
3161,0,0,0,0,73.28
3162,0,0,0,0,39.01
3163,0,0,0,0,114.45
3164,0,0,0,1,60.61
3165,0,0,0,0,14.07
3166,1,0,1,0,75.23
3167,1,0,0,0,13.85
3168,0,0,1,1,85.49
3169,0,0,0,0,38.59
3170,0,0,0,0,162.7
3171,0,0,0,0,94.08
3172,0,0,0,0,48.36
3173,0,1,1,0,0.0
3174,1,0,0,0,113.86
3175,0,0,0,0,0.0
3176,1,0,1,0,0.0
3177,1,0,0,0,0.0
3178,1,0,0,0,114.1
3179,0,0,0,0,0.0
3180,1,0,0,0,40.32
3181,0,0,0,0,67.57
3182,0,0,1,0,40.55
3183,1,1,1,0,78.7
3184,0,0,0,0,1.29
3185,1,0,0,0,145.96
3186,0,0,0,0,86.8
3187,1,0,1,0,67.86
3188,1,0,1,0,39.77
3189,0,1,1,0,85.1
3190,0,0,0,0,45.54
3191,0,0,0,0,73.48
3192,0,0,0,0,83.19
3193,0,1,0,1,0.0
3194,1,0,0,1,70.26
3195,0,0,0,0,73.6
3196,0,0,0,0,51.97
3197,0,0,0,0,74.03
3198,1,1,1,0,114.68
3199,0,0,0,0,7.35
3200,1,0,1,0,78.98
3201,1,1,0,0,56.84
3202,0,0,0,0,61.8
3203,1,1,1,0,207.99
3204,0,0,0,0,72.38
3205,0,0,1,0,0.0
3206,0,0,0,0,123.87
3207,0,0,0,0,55.93
3208,1,1,1,0,71.42
3209,1,0,0,1,152.73
3210,1,0,0,0,38.0
3211,0,0,0,0,0.0
3212,0,1,1,0,103.2
3213,0,1,1,1,4.79
3214,0,0,0,1,18.61
3215,0,0,0,0,28.99
3216,0,0,0,0,65.84
3217,1,0,0,0,21.52
3218,0,0,0,0,68.23
3219,0,0,1,0,100.53
3220,1,1,1,0,0.0
3221,1,1,1,0,129.11
3222,0,0,0,0,82.15
3223,1,0,1,0,0.0
3224,0,0,0,0,35.62
3225,1,0,0,0,0.0
3226,0,0,0,0,0.0
3227,1,1,1,0,253.61
3228,0,0,0,0,83.32
3229,0,0,0,0,66.87
3230,1,0,0,0,52.75
3231,1,1,1,0,91.01
3232,1,0,0,0,74.92
3233,1,0,1,0,0.0
3234,0,0,0,0,108.21
3235,1,0,1,0,73.63
3236,1,0,1,0,26.6
3237,0,0,1,0,11.5
3238,0,0,0,0,0.0
3239,1,1,0,1,59.07
3240,1,0,1,0,93.84
3241,0,0,0,0,36.48
3242,0,0,1,0,36.28
3243,0,0,0,0,5.18
3244,0,1,1,1,16.96
3245,0,0,1,0,0.0
3246,0,0,1,0,44.97
3247,1,0,0,0,72.94
3248,1,0,1,0,82.32
3249,1,1,1,0,100.86
3250,0,0,0,0,112.66
3251,0,0,0,0,106.71
3252,0,0,0,0,42.58
3253,1,0,1,1,94.49
3254,0,0,0,0,121.84
3255,1,0,0,0,0.0
3256,0,0,0,0,0.0
3257,1,0,1,0,218.21
3258,1,0,0,0,38.11
3259,1,0,1,0,82.28
3260,0,0,0,0,0.0
3261,1,1,0,0,114.92
3262,1,1,1,0,220.76
3263,1,0,0,0,48.72
3264,0,1,1,0,56.88
3265,1,0,0,0,40.08
3266,0,0,1,0,151.82
3267,0,1,1,0,41.59
3268,0,0,0,0,141.43
3269,1,0,1,0,121.63
3270,0,0,1,0,79.34
3271,0,0,0,0,4.87
3272,1,0,0,0,117.61
3273,1,0,1,0,94.03
3274,0,0,0,0,0.0
3275,0,1,1,0,31.14
3276,0,0,0,0,35.05
3277,0,1,1,0,130.98
3278,0,0,1,0,50.7
3279,0,1,0,0,63.05
3280,1,0,0,0,27.12
3281,0,0,0,0,12.8
3282,0,0,0,0,56.84
3283,1,0,0,0,131.08
3284,0,0,1,0,94.27
3285,1,0,0,1,79.1
3286,0,0,0,0,90.2
3287,0,0,0,0,35.57
3288,1,1,1,0,164.95
3289,1,0,1,0,123.92
3290,0,0,1,0,132.65
3291,1,1,1,0,103.75
3292,0,0,1,0,22.01
3293,1,0,1,0,59.21
3294,1,0,1,0,100.69
3295,0,0,1,0,159.0
3296,1,0,0,0,207.64
3297,0,0,1,0,124.3
3298,1,1,0,0,90.48
3299,1,0,1,1,59.14
3300,0,0,0,0,61.97
3301,0,0,1,0,39.03
3302,1,0,1,0,118.86
3303,0,0,0,0,80.53
3304,0,0,0,0,128.0
3305,0,0,1,0,121.06
3306,1,0,1,0,45.95
3307,1,0,0,0,0.0
3308,0,0,1,0,61.51
3309,1,0,1,0,20.83
3310,1,0,0,0,10.03
3311,0,0,0,0,98.26
3312,1,0,0,0,67.72
3313,0,0,1,0,0.0
3314,0,1,0,1,39.67
3315,0,0,1,0,7.5
3316,1,1,1,0,14.5
3317,0,0,0,0,83.95
3318,0,0,0,0,51.1
3319,0,0,0,0,130.68
3320,1,0,1,0,143.82
3321,0,1,0,0,64.12
3322,0,0,0,0,28.48
3323,1,1,1,0,92.91
3324,1,0,1,1,31.21
3325,0,0,1,0,0.0
3326,0,0,0,0,147.59
3327,0,0,0,0,93.72
3328,0,0,0,1,7.32
3329,1,0,1,0,4.15
3330,0,0,0,0,0.0
3331,1,0,1,0,114.95
3332,0,0,0,1,39.95
3333,0,0,1,1,100.19
3334,0,0,0,0,0.0
3335,1,1,1,1,153.76
3336,1,0,0,0,70.68
3337,0,0,0,1,162.38
3338,1,1,1,0,60.7
3339,0,0,0,0,82.12
3340,0,0,0,0,121.69
3341,0,0,0,0,0.0
3342,0,0,1,0,125.93
3343,1,1,1,0,209.7
3344,0,0,0,0,3.48
3345,0,0,0,0,83.93
3346,1,0,1,1,142.07
3347,1,0,1,0,174.14
3348,1,0,0,0,164.67
3349,0,0,0,1,51.12
3350,0,0,0,0,105.34
3351,0,1,1,0,66.81
3352,1,0,0,0,121.14
3353,1,0,1,0,89.9
3354,0,0,0,0,81.57
3355,1,0,1,0,40.11
3356,1,0,0,0,81.06
3357,0,0,0,0,0.0
3358,1,1,1,0,0.0
3359,0,0,0,0,140.49
3360,1,0,1,0,78.93
3361,0,0,1,0,88.55
3362,0,1,0,0,112.13
3363,0,0,0,0,111.67
3364,0,0,0,0,45.29
3365,1,0,0,0,82.96
3366,1,0,0,1,93.7
3367,0,0,0,0,55.94
3368,0,0,1,0,105.08
3369,0,0,1,0,0.0
3370,0,0,0,0,100.4
3371,1,0,0,0,144.07
3372,0,0,0,0,13.13
3373,1,0,1,0,0.0
3374,0,1,0,0,107.36
3375,0,0,1,0,100.02
3376,1,0,1,0,59.23
3377,1,1,1,0,118.15
3378,0,0,0,0,122.78
3379,1,0,1,1,104.67
3380,0,0,1,0,112.4
3381,0,0,1,0,215.02
3382,1,0,1,0,33.53
3383,0,1,1,0,12.85
3384,0,0,1,0,185.26
3385,1,1,0,0,64.47
3386,1,0,1,1,69.49
3387,0,0,0,0,55.1
3388,0,0,0,0,92.97
3389,0,0,1,0,0.0
3390,1,0,1,0,70.63
3391,1,0,0,1,116.3
3392,1,0,0,0,22.76
3393,0,1,1,0,108.09
3394,0,0,1,0,160.82
3395,1,0,1,0,37.42
3396,1,0,1,0,111.26
3397,1,1,1,0,72.89
3398,0,0,0,0,95.55
3399,1,0,0,0,181.8
3400,0,0,0,0,118.83
3401,1,1,1,0,85.59
3402,0,0,1,0,77.52
3403,1,0,1,0,131.22
3404,1,1,1,0,115.54
3405,0,0,0,0,53.81
3406,0,1,1,0,77.95
3407,0,1,0,0,63.8
3408,1,0,0,0,138.3
3409,0,0,1,0,138.78
3410,0,0,0,0,0.0
