user_id,signup_day,assignment,channel,country_tier,device,age_bucket,onboarding_minutes
5296,1,control,organic,2,android,35-49,8.92
5297,9,treatment,paid,1,ios,18-24,3.12
5298,5,treatment,organic,2,ios,25-34,22.03
5299,24,control,organic,1,ios,18-24,16.93
5300,13,treatment,organic,1,android,25-34,20.91
5301,21,control,paid,1,android,18-24,18.13
5302,21,control,paid,2,android,25-34,3.71
5303,14,treatment,paid,1,ios,25-34,26.74
5304,10,control,paid,1,android,25-34,21.69
5305,1,treatment,organic,1,ios,25-34,4.53
5306,26,control,paid,1,android,18-24,15.45
5307,4,treatment,paid,1,android,18-24,19.8
5308,16,control,paid,2,android,35-49,2.84
5309,7,treatment,paid,1,android,18-24,12.09
5310,22,treatment,referral,1,android,18-24,8.19
5311,3,control,referral,1,android,25-34,5.03
5312,14,control,paid,2,ios,25-34,15.66
5313,16,treatment,organic,2,ios,18-24,5.81
5314,26,treatment,paid,2,android,18-24,14.78
5315,25,treatment,organic,1,ios,25-34,3.04
5316,11,control,organic,1,ios,35-49,11.47
5317,11,control,paid,2,android,25-34,4.88
5318,21,control,referral,1,ios,50+,4.61
5319,2,treatment,paid,2,ios,25-34,4.34
5320,15,control,paid,2,android,25-34,23.8
5321,12,control,paid,1,ios,35-49,6.66
5322,10,treatment,paid,2,ios,18-24,8.86
5323,13,treatment,organic,1,ios,35-49,9.7
5324,15,treatment,organic,1,ios,35-49,4.13
5325,7,treatment,paid,2,android,35-49,9.95
5326,21,control,organic,1,android,18-24,18.86
5327,22,treatment,referral,2,ios,18-24,3.35
5328,23,control,paid,2,android,25-34,2.76
5329,5,treatment,referral,1,ios,35-49,7.33
5330,14,treatment,organic,1,ios,25-34,12.02
5331,2,treatment,paid,2,ios,35-49,1.23
5332,7,control,organic,1,ios,35-49,1.74
5333,26,control,organic,1,android,25-34,10.36
5334,5,treatment,paid,1,android,25-34,13.62
5335,6,control,paid,1,ios,50+,5.55
5336,20,treatment,organic,1,android,35-49,2.35
5337,26,control,organic,1,android,50+,16.86
5338,27,control,organic,1,android,25-34,17.8
5339,16,control,referral,2,android,35-49,6.82
5340,1,control,organic,1,android,50+,3.48
5341,26,control,organic,1,ios,50+,5.96
5342,12,treatment,paid,1,android,25-34,25.47
5343,0,control,organic,2,android,25-34,8.18
5344,13,control,organic,1,ios,25-34,5.83
5345,6,control,paid,1,ios,50+,0.71
5346,25,treatment,paid,1,android,25-34,7.69
5347,22,control,referral,1,android,50+,12.83
5348,12,control,paid,2,ios,18-24,9.89
5349,14,treatment,referral,1,ios,18-24,2.99
5350,6,control,paid,1,android,35-49,10.08
5351,10,control,paid,2,ios,35-49,8.07
5352,12,control,referral,1,android,35-49,11.57
5353,9,control,paid,1,ios,35-49,9.13
5354,8,treatment,organic,2,ios,25-34,13.02
5355,8,control,organic,1,android,25-34,5.62
5356,24,treatment,paid,2,ios,35-49,2.09
5357,22,treatment,paid,1,ios,35-49,6.41
5358,3,control,paid,1,ios,18-24,13.35
5359,16,treatment,paid,2,android,35-49,5.0
5360,24,treatment,organic,1,android,25-34,10.42
5361,6,treatment,organic,1,ios,35-49,26.45
5362,19,control,organic,1,ios,25-34,8.49
5363,22,control,paid,1,android,25-34,5.15
5364,9,control,organic,1,android,35-49,4.35
5365,26,control,referral,1,android,18-24,6.16
5366,21,control,organic,2,ios,18-24,43.63
5367,14,treatment,organic,1,ios,35-49,7.71
5368,20,control,paid,2,android,35-49,0.81
5369,5,control,paid,2,ios,35-49,5.62
5370,23,control,organic,1,ios,25-34,8.42
5371,18,control,paid,1,android,18-24,0.86
5372,4,control,organic,2,android,18-24,23.69
5373,1,control,referral,2,ios,25-34,5.54
5374,3,control,paid,1,android,25-34,16.56
5375,5,treatment,organic,1,ios,18-24,14.21
5376,15,control,referral,1,android,18-24,11.36
5377,23,treatment,organic,1,ios,18-24,6.76
5378,21,treatment,organic,1,android,25-34,13.48
5379,7,control,referral,1,ios,18-24,20.31
5380,13,control,referral,2,ios,25-34,9.77
5381,8,control,paid,1,android,18-24,10.31
5382,2,control,organic,1,android,25-34,3.15
5383,11,treatment,referral,1,ios,18-24,4.95
5384,11,treatment,organic,1,ios,25-34,3.85
5385,17,treatment,referral,2,ios,35-49,6.95
5386,11,treatment,paid,1,ios,25-34,23.89
5387,8,control,referral,2,ios,35-49,12.19
5388,12,treatment,organic,1,android,25-34,11.89
5389,0,control,referral,1,ios,50+,6.68
5390,25,treatment,organic,1,ios,35-49,6.97
5391,25,control,organic,2,ios,18-24,4.71
5392,16,control,referral,2,ios,35-49,11.6
5393,6,treatment,referral,1,ios,35-49,16.28
5394,25,treatment,paid,1,ios,25-34,3.63
5395,9,treatment,paid,1,ios,18-24,21.88
5396,24,treatment,organic,2,android,50+,13.55
5397,24,treatment,organic,1,android,25-34,7.17
5398,5,control,paid,1,android,35-49,5.86
5399,6,control,organic,1,ios,25-34,4.96
5400,15,control,organic,2,android,25-34,22.89
5401,15,treatment,organic,1,android,18-24,23.45
5402,5,treatment,paid,1,ios,18-24,8.8
5403,17,control,organic,1,ios,25-34,1.05
5404,18,treatment,referral,1,ios,25-34,10.59
5405,13,treatment,organic,1,android,25-34,28.61
5406,25,treatment,paid,1,ios,35-49,36.57
5407,15,treatment,referral,1,ios,25-34,3.03
5408,26,treatment,organic,1,ios,25-34,28.16
5409,19,treatment,paid,2,android,35-49,12.58
5410,15,treatment,organic,1,ios,25-34,6.69
5411,0,treatment,paid,1,ios,50+,49.01
5412,6,treatment,paid,1,ios,25-34,16.68
5413,6,treatment,paid,2,android,35-49,6.58
5414,9,treatment,paid,2,android,25-34,0.38
5415,17,control,referral,1,android,18-24,14.11
5416,9,treatment,paid,2,android,18-24,0.96
5417,21,control,organic,1,android,35-49,10.48
5418,17,control,referral,2,ios,25-34,4.6
5419,27,treatment,organic,1,ios,35-49,9.62
5420,6,treatment,paid,2,ios,25-34,5.5
5421,22,control,paid,1,android,25-34,9.92
5422,6,treatment,organic,2,android,35-49,3.57
5423,17,treatment,paid,2,android,35-49,21.63
5424,26,control,organic,1,ios,35-49,35.0
5425,11,treatment,organic,2,ios,25-34,4.35
5426,2,control,organic,1,ios,50+,12.58
5427,14,treatment,referral,1,ios,35-49,3.22
5428,9,treatment,organic,2,ios,18-24,5.0
5429,27,treatment,paid,1,ios,35-49,13.54
5430,27,treatment,paid,1,android,25-34,1.58
5431,8,treatment,organic,1,ios,35-49,5.18
5432,15,treatment,organic,1,ios,25-34,9.1
5433,1,treatment,paid,1,android,25-34,12.33
5434,24,control,organic,1,android,25-34,4.85
5435,17,treatment,organic,1,android,25-34,8.88
5436,23,control,organic,2,android,18-24,7.16
5437,26,control,referral,1,ios,25-34,5.24
5438,7,treatment,paid,1,android,25-34,27.32
5439,10,control,organic,1,ios,18-24,1.51
5440,20,treatment,paid,1,ios,25-34,13.39
5441,18,treatment,paid,1,ios,25-34,6.06
5442,5,control,organic,2,ios,35-49,17.9
5443,1,treatment,paid,1,ios,35-49,13.01
5444,25,control,paid,1,android,18-24,12.08
5445,13,treatment,paid,1,ios,25-34,12.07
5446,22,treatment,referral,1,ios,25-34,4.63
5447,24,control,paid,1,android,35-49,4.31
5448,23,treatment,paid,2,android,35-49,4.46
5449,2,control,referral,1,ios,50+,9.56
5450,18,treatment,organic,1,ios,35-49,11.03
5451,0,treatment,referral,1,android,25-34,19.02
5452,1,control,organic,1,android,25-34,20.11
5453,7,control,paid,1,ios,18-24,9.54
5454,8,treatment,organic,2,android,35-49,17.19
5455,1,control,referral,1,ios,25-34,26.23
5456,20,control,organic,1,ios,50+,4.89
5457,23,control,referral,1,ios,25-34,9.12
5458,3,control,paid,2,android,25-34,10.39
5459,22,treatment,paid,1,android,25-34,27.45
5460,8,control,organic,2,ios,35-49,4.52
5461,21,control,organic,1,ios,25-34,7.79
5462,25,treatment,paid,1,ios,25-34,4.19
5463,4,treatment,referral,1,ios,35-49,11.3
5464,10,treatment,organic,1,ios,18-24,17.45
5465,19,treatment,organic,1,ios,25-34,27.31
5466,16,treatment,paid,1,ios,18-24,27.89
5467,26,control,organic,1,android,18-24,7.92
5468,27,control,organic,1,ios,25-34,9.05
5469,25,control,paid,1,android,18-24,31.68
5470,20,treatment,paid,2,ios,25-34,5.18
5471,10,control,paid,1,ios,25-34,11.81
5472,7,control,paid,1,android,18-24,11.35
5473,24,control,referral,1,ios,50+,0.59
5474,20,control,paid,1,ios,25-34,18.77
5475,27,treatment,organic,2,android,35-49,4.85
5476,4,control,paid,2,ios,25-34,19.1
5477,0,treatment,paid,1,ios,25-34,7.3
5478,17,control,organic,1,android,25-34,5.09
5479,18,treatment,paid,1,ios,18-24,5.96
5480,17,control,organic,1,ios,25-34,16.76
5481,9,treatment,organic,1,ios,18-24,16.9
5482,20,treatment,paid,1,android,25-34,33.22
5483,21,control,organic,1,ios,35-49,4.41
5484,6,control,paid,1,ios,18-24,17.17
5485,1,control,paid,1,ios,50+,16.74
5486,3,control,paid,1,ios,25-34,31.84
5487,5,control,organic,1,ios,25-34,10.99
5488,21,control,organic,2,android,35-49,10.8
5489,24,treatment,organic,1,ios,25-34,17.3
5490,0,control,organic,1,ios,35-49,9.57
5491,5,treatment,organic,1,android,35-49,12.03
5492,14,control,referral,2,android,50+,16.6
5493,12,treatment,organic,2,ios,25-34,14.08
5494,22,treatment,organic,2,ios,25-34,5.42
5495,14,treatment,organic,1,android,35-49,21.64
5496,1,treatment,referral,1,android,18-24,5.72
5497,19,control,paid,1,ios,35-49,1.75
5498,25,control,organic,2,ios,35-49,1.59
5499,0,control,organic,1,ios,18-24,8.73
5500,22,treatment,organic,1,ios,25-34,11.26
5501,9,control,paid,2,android,25-34,12.72
5502,25,treatment,paid,1,android,25-34,7.38
5503,20,treatment,organic,1,ios,35-49,13.98
5504,18,control,paid,1,ios,18-24,5.67
5505,20,control,paid,2,android,18-24,10.58
5506,20,control,referral,2,ios,35-49,3.29
5507,18,control,organic,2,ios,25-34,13.72
5508,22,treatment,paid,1,ios,35-49,2.17
5509,9,control,paid,1,android,35-49,2.16
5510,12,control,paid,1,android,25-34,22.01
5511,22,treatment,referral,1,ios,25-34,20.05
5512,15,treatment,organic,2,ios,25-34,8.21
5513,7,treatment,organic,1,android,50+,9.2
5514,8,control,paid,1,ios,35-49,15.97
5515,1,treatment,organic,1,android,25-34,11.91
5516,26,treatment,paid,1,ios,18-24,20.17
5517,21,control,organic,2,ios,25-34,7.63
5518,20,treatment,organic,1,ios,35-49,14.81
5519,6,control,paid,1,android,25-34,10.37
5520,9,treatment,paid,2,ios,18-24,13.47
5521,27,control,organic,2,android,18-24,14.02
5522,0,treatment,paid,1,android,50+,10.19
5523,4,treatment,referral,1,ios,25-34,14.96
5524,3,treatment,paid,2,android,25-34,6.34
5525,8,control,paid,1,android,25-34,14.43
5526,20,control,organic,1,ios,35-49,5.37
5527,4,treatment,paid,1,ios,35-49,10.74
5528,11,control,paid,1,android,25-34,6.89
5529,12,treatment,paid,1,ios,35-49,5.27
5530,27,treatment,organic,1,ios,25-34,30.94
5531,24,control,organic,1,android,18-24,16.17
5532,25,control,organic,1,android,35-49,7.82
5533,25,treatment,organic,1,ios,18-24,5.19
5534,24,control,organic,1,android,25-34,2.87
5535,11,treatment,organic,1,ios,25-34,15.76
5536,18,treatment,organic,1,ios,50+,13.34
5537,2,treatment,paid,2,android,25-34,9.52
5538,23,treatment,organic,1,ios,35-49,13.26
5539,0,treatment,paid,1,android,35-49,15.89
5540,24,treatment,organic,1,android,25-34,16.33
5541,17,treatment,organic,1,ios,18-24,32.71
5542,9,control,organic,1,android,35-49,10.15
5543,15,treatment,paid,2,android,50+,13.46
5544,13,treatment,paid,1,android,18-24,10.22
5545,20,control,paid,1,ios,18-24,10.56
5546,12,treatment,organic,1,ios,25-34,6.66
5547,16,treatment,referral,1,android,18-24,5.25
5548,26,treatment,paid,1,ios,25-34,8.86
5549,4,control,paid,1,ios,25-34,19.32
5550,10,treatment,organic,2,android,35-49,9.6
5551,21,control,paid,1,ios,50+,13.13
5552,23,control,paid,2,android,25-34,5.91
5553,12,control,organic,2,android,35-49,7.52
5554,18,treatment,paid,2,android,35-49,2.21
5555,16,treatment,paid,1,android,25-34,16.27
5556,22,treatment,organic,1,android,35-49,9.12
5557,19,control,referral,2,ios,18-24,5.36
5558,21,control,paid,1,android,35-49,3.19
5559,23,control,paid,1,android,25-34,12.78
5560,23,control,organic,2,ios,25-34,28.23
5561,16,treatment,referral,1,ios,25-34,7.07
5562,4,control,referral,1,ios,25-34,2.48
5563,24,treatment,organic,2,ios,25-34,4.91
5564,13,treatment,paid,2,ios,35-49,9.32
5565,14,control,referral,1,ios,35-49,3.34
5566,14,control,organic,2,android,25-34,24.72
5567,15,treatment,referral,1,ios,25-34,6.26
5568,5,treatment,paid,1,android,35-49,5.96
5569,9,treatment,organic,1,android,50+,19.33
5570,21,treatment,organic,2,android,25-34,3.34
5571,9,control,paid,1,ios,25-34,5.61
5572,12,treatment,organic,1,ios,18-24,2.54
5573,24,control,organic,1,android,35-49,16.3
5574,0,control,paid,1,android,25-34,10.58
5575,10,treatment,paid,1,ios,25-34,27.69
5576,6,control,organic,1,android,25-34,14.15
5577,25,treatment,paid,1,android,25-34,23.47
5578,19,treatment,paid,1,android,50+,13.67
5579,19,control,paid,2,ios,35-49,15.03
5580,9,control,paid,1,android,25-34,18.64
5581,2,treatment,paid,1,android,25-34,31.66
5582,24,control,paid,2,ios,50+,10.35
5583,9,treatment,organic,1,android,25-34,3.21
5584,3,control,paid,2,ios,18-24,8.67
5585,25,control,referral,1,ios,25-34,18.83
5586,8,treatment,paid,1,android,50+,14.34
5587,17,control,paid,2,ios,35-49,4.06
5588,2,treatment,organic,1,android,25-34,2.43
5589,14,control,referral,1,ios,18-24,10.74
5590,6,treatment,paid,1,ios,25-34,28.91
5591,21,control,paid,1,ios,35-49,10.05
5592,9,treatment,paid,2,android,35-49,5.81
5593,6,control,organic,1,ios,18-24,7.6
5594,13,control,referral,2,android,35-49,8.51
5595,1,treatment,organic,2,android,25-34,27.11
5596,26,treatment,organic,1,ios,18-24,12.02
5597,12,treatment,paid,1,android,18-24,9.29
5598,23,control,organic,1,android,25-34,16.2
5599,12,treatment,paid,2,android,35-49,1.12
5600,6,treatment,organic,2,ios,35-49,3.46
5601,15,control,paid,1,android,18-24,10.78
5602,15,control,paid,2,ios,25-34,10.25
5603,6,control,referral,2,ios,18-24,12.2
5604,8,treatment,paid,1,android,35-49,1.02
5605,12,treatment,paid,1,ios,25-34,18.58
5606,12,treatment,organic,1,ios,25-34,24.17
5607,25,control,organic,1,ios,18-24,5.95
5608,8,control,paid,1,ios,25-34,12.9
5609,21,treatment,paid,1,ios,25-34,5.86
5610,25,control,paid,1,ios,25-34,2.34
5611,17,control,referral,1,ios,35-49,15.67
5612,14,treatment,paid,2,ios,25-34,7.15
5613,16,control,referral,2,ios,18-24,14.5
5614,22,control,referral,1,ios,25-34,19.0
5615,0,control,organic,1,ios,18-24,2.77
5616,23,control,referral,2,android,25-34,1.59
5617,21,treatment,paid,1,android,18-24,11.48
5618,23,treatment,organic,2,ios,25-34,8.06
5619,17,control,referral,2,android,50+,12.72
5620,9,treatment,paid,2,android,35-49,1.55
5621,15,treatment,paid,2,android,35-49,18.8
5622,13,control,paid,1,ios,18-24,6.19
5623,15,treatment,organic,1,ios,25-34,19.68
5624,1,control,paid,1,ios,25-34,27.34
5625,17,control,organic,2,ios,25-34,22.38
5626,2,treatment,organic,2,ios,18-24,23.99
5627,15,treatment,paid,1,ios,18-24,9.24
5628,1,treatment,referral,2,android,35-49,6.02
5629,26,treatment,paid,2,android,18-24,2.11
5630,10,control,organic,1,ios,18-24,20.88
5631,7,control,referral,1,ios,25-34,24.32
5632,0,treatment,paid,1,android,25-34,7.34
5633,20,control,referral,1,ios,35-49,1.75
5634,1,control,organic,1,ios,50+,8.77
5635,9,treatment,paid,1,ios,25-34,17.9
5636,5,control,paid,2,android,25-34,18.28
5637,3,control,paid,1,android,50+,20.21
5638,20,treatment,organic,1,android,25-34,65.61
5639,14,treatment,organic,2,android,25-34,10.99
5640,22,control,paid,2,android,18-24,21.36
5641,11,treatment,organic,1,android,25-34,11.83
5642,20,control,organic,2,android,25-34,6.22
5643,3,control,organic,1,android,35-49,28.9
5644,22,control,paid,2,ios,18-24,9.96
5645,13,control,paid,1,ios,25-34,0.57
5646,4,treatment,organic,1,ios,35-49,22.03
5647,15,control,referral,2,ios,25-34,4.32
5648,20,control,paid,1,android,50+,6.55
5649,9,control,paid,1,ios,35-49,3.42
5650,27,treatment,paid,2,android,18-24,17.85
5651,18,treatment,organic,1,ios,25-34,12.3
5652,27,control,organic,2,android,25-34,13.99
5653,26,treatment,paid,1,ios,25-34,11.24
5654,7,control,paid,1,ios,25-34,21.76
5655,6,treatment,organic,1,android,50+,8.37
5656,12,control,paid,2,android,25-34,5.05
5657,8,control,paid,1,ios,35-49,7.73
5658,7,treatment,organic,1,android,18-24,14.69
5659,26,control,paid,1,ios,25-34,6.03
5660,24,treatment,paid,1,android,25-34,5.17
5661,23,treatment,organic,2,android,18-24,2.07
5662,14,control,organic,1,ios,50+,23.36
5663,10,treatment,organic,1,android,50+,0.24
5664,6,control,paid,1,android,25-34,5.95
5665,1,control,referral,1,ios,50+,14.46
5666,5,control,organic,1,android,18-24,19.97
5667,23,control,paid,2,android,18-24,17.4
5668,24,treatment,paid,2,android,50+,14.81
5669,11,control,organic,2,android,35-49,9.01
5670,10,treatment,organic,1,android,35-49,7.56
5671,14,control,organic,2,ios,18-24,10.65
5672,5,control,referral,1,android,25-34,5.88
5673,23,control,organic,1,ios,18-24,37.77
5674,6,treatment,referral,1,ios,18-24,4.75
5675,8,treatment,organic,2,ios,50+,3.96
5676,4,treatment,organic,1,android,25-34,8.2
5677,11,treatment,organic,2,ios,25-34,10.99
5678,7,treatment,organic,2,android,18-24,7.81
5679,26,control,paid,2,android,18-24,27.9
5680,14,control,organic,1,ios,35-49,24.37
5681,10,treatment,referral,1,ios,35-49,10.06
5682,6,treatment,paid,2,android,25-34,2.92
5683,16,treatment,paid,1,android,25-34,6.39
5684,6,treatment,paid,2,android,18-24,10.86
5685,8,treatment,referral,2,android,50+,12.64
5686,22,control,organic,2,ios,25-34,23.93
5687,13,control,paid,1,ios,35-49,2.01
5688,25,treatment,paid,1,android,35-49,10.94
5689,17,treatment,organic,1,ios,25-34,4.88
5690,17,treatment,referral,1,android,25-34,16.54
5691,17,control,organic,2,ios,25-34,13.68
5692,7,control,paid,2,android,25-34,16.68
5693,12,control,organic,1,ios,50+,18.14
5694,0,control,paid,1,android,35-49,10.49
5695,22,treatment,organic,2,ios,50+,8.78
5696,23,control,organic,2,ios,25-34,8.09
5697,19,treatment,organic,2,ios,25-34,4.87
5698,20,control,organic,1,ios,25-34,12.07
5699,13,treatment,organic,2,ios,50+,8.28
5700,3,control,organic,1,ios,25-34,4.2
5701,11,control,organic,2,android,50+,8.38
5702,10,treatment,paid,1,ios,35-49,12.93
5703,22,treatment,organic,2,ios,25-34,14.16
5704,27,control,paid,2,android,25-34,8.37
5705,27,control,paid,2,android,25-34,41.84
5706,16,treatment,organic,1,ios,35-49,23.81
5707,14,treatment,organic,1,ios,25-34,25.82
5708,25,treatment,organic,1,ios,35-49,21.55
5709,13,control,paid,1,android,25-34,0.57
5710,17,control,referral,1,ios,25-34,16.87
5711,4,treatment,organic,1,android,25-34,7.79
5712,27,control,paid,1,android,25-34,16.97
5713,18,treatment,paid,1,android,25-34,4.78
5714,20,treatment,referral,1,android,25-34,25.79
5715,27,control,paid,2,ios,35-49,9.33
5716,3,control,paid,2,ios,25-34,17.68
5717,2,treatment,paid,2,android,18-24,13.43
5718,19,control,organic,1,android,25-34,5.63
5719,16,treatment,organic,1,android,50+,3.79
5720,1,treatment,referral,1,ios,25-34,0.84
5721,15,control,referral,2,android,50+,27.24
5722,20,control,paid,2,ios,18-24,1.23
5723,11,treatment,paid,1,android,25-34,7.56
5724,12,treatment,organic,2,android,50+,7.63
5725,24,control,organic,2,ios,50+,2.92
5726,25,control,paid,1,ios,18-24,23.03
5727,26,control,paid,1,android,35-49,5.72
5728,9,control,organic,1,android,25-34,19.01
5729,16,control,organic,2,ios,18-24,10.44
5730,24,treatment,paid,1,ios,25-34,10.5
5731,16,control,organic,1,ios,35-49,3.62
5732,6,control,organic,1,ios,18-24,43.21
5733,27,control,paid,2,android,25-34,18.76
5734,13,treatment,organic,2,ios,25-34,4.39
5735,9,control,paid,2,ios,50+,18.26
5736,18,treatment,organic,1,ios,35-49,11.21
5737,4,control,organic,1,ios,35-49,19.87
5738,10,treatment,referral,1,android,35-49,13.83
5739,3,control,referral,2,android,25-34,8.05
5740,5,treatment,organic,1,ios,35-49,6.68
5741,10,control,paid,2,ios,25-34,15.66
5742,24,treatment,paid,1,android,25-34,3.82
5743,18,treatment,organic,1,ios,18-24,3.34
5744,24,control,organic,1,android,18-24,7.28
5745,25,control,organic,1,android,18-24,13.84
5746,2,control,paid,2,ios,35-49,23.02
5747,12,control,paid,1,android,25-34,8.31
5748,16,treatment,paid,2,android,25-34,9.72
5749,9,treatment,paid,2,ios,18-24,17.24
5750,23,control,referral,1,ios,50+,7.69
5751,4,control,organic,1,ios,50+,3.0
5752,9,treatment,paid,1,android,18-24,8.22
5753,21,control,paid,1,android,50+,3.45
5754,24,control,referral,1,android,25-34,8.05
5755,1,treatment,organic,2,ios,50+,30.32
5756,1,treatment,paid,1,android,25-34,9.21
5757,7,control,paid,1,ios,25-34,0.54
5758,21,control,organic,1,ios,35-49,9.57
5759,15,control,paid,1,ios,35-49,3.26
5760,2,treatment,organic,1,ios,25-34,12.5
5761,20,control,organic,1,android,18-24,3.41
5762,24,treatment,organic,1,android,25-34,10.5
5763,14,treatment,paid,1,ios,35-49,5.42
5764,5,control,paid,2,ios,18-24,12.59
5765,5,control,referral,2,android,18-24,20.92
5766,9,treatment,paid,1,ios,50+,12.81
5767,23,control,organic,1,ios,35-49,2.69
5768,25,treatment,paid,1,ios,18-24,12.03
5769,7,control,organic,1,android,35-49,8.53
5770,5,control,referral,1,ios,50+,5.95
5771,2,control,organic,1,ios,25-34,7.56
5772,19,control,referral,2,ios,25-34,16.41
5773,21,treatment,organic,1,ios,25-34,3.18
5774,10,treatment,referral,2,android,18-24,5.22
5775,15,treatment,organic,1,android,35-49,17.37
5776,13,treatment,paid,1,ios,35-49,8.81
5777,9,treatment,organic,1,android,18-24,1.2
5778,8,treatment,paid,2,ios,35-49,5.46
5779,2,treatment,organic,1,ios,18-24,5.04
5780,5,treatment,paid,1,ios,18-24,25.34
5781,8,control,paid,1,android,25-34,17.44
5782,4,treatment,organic,1,android,50+,4.72
5783,7,treatment,paid,2,ios,50+,19.26
5784,6,treatment,organic,2,android,18-24,20.82
5785,16,treatment,organic,1,android,18-24,1.32
5786,1,control,organic,1,ios,25-34,7.29
5787,26,control,paid,1,ios,50+,44.12
5788,2,control,organic,1,android,35-49,10.65
5789,16,control,referral,2,ios,25-34,28.73
5790,1,treatment,organic,2,android,25-34,9.85
5791,27,control,paid,2,ios,25-34,28.1
5792,15,control,organic,1,android,50+,11.35
5793,10,control,referral,1,ios,18-24,1.75
5794,7,control,organic,1,ios,25-34,4.31
5795,2,treatment,organic,1,android,25-34,21.31
5796,7,treatment,paid,1,android,35-49,5.56
5797,4,control,organic,1,android,25-34,6.67
5798,26,control,paid,1,android,25-34,6.32
5799,9,treatment,organic,1,android,25-34,30.48
5800,26,treatment,paid,1,android,35-49,32.89
5801,2,control,organic,2,android,18-24,13.24
5802,17,control,paid,1,ios,18-24,8.83
5803,6,control,organic,1,android,50+,5.96
5804,5,control,paid,1,android,25-34,10.9
5805,19,treatment,paid,1,ios,25-34,2.79
5806,27,treatment,organic,1,ios,25-34,6.4
5807,22,control,referral,1,android,25-34,15.19
5808,0,control,paid,1,android,35-49,0.49
5809,2,treatment,paid,1,ios,25-34,10.53
5810,19,control,paid,1,android,25-34,12.63
5811,4,treatment,referral,1,ios,25-34,3.82
5812,14,control,paid,1,android,18-24,20.59
5813,27,control,paid,1,android,50+,16.43
5814,25,control,organic,1,ios,50+,1.45
5815,7,treatment,organic,1,ios,35-49,13.44
5816,17,treatment,organic,2,ios,18-24,10.34
5817,23,control,paid,1,android,18-24,5.14
5818,7,treatment,paid,1,android,35-49,10.65
5819,2,treatment,organic,1,ios,35-49,11.88
5820,10,treatment,paid,1,android,18-24,0.97
5821,23,treatment,paid,2,ios,50+,13.92
5822,20,treatment,organic,2,android,25-34,4.54
5823,6,treatment,organic,1,android,50+,18.89
5824,11,treatment,paid,1,android,25-34,5.93
5825,23,control,organic,1,ios,50+,8.19
5826,26,control,organic,1,ios,35-49,29.94
5827,0,control,paid,1,ios,25-34,4.03
5828,27,control,organic,1,android,50+,28.79
5829,18,treatment,organic,1,ios,18-24,11.97
5830,8,treatment,paid,2,android,25-34,7.76
5831,25,treatment,organic,1,android,35-49,1.31
5832,0,control,organic,2,ios,25-34,15.11
5833,21,treatment,paid,1,ios,18-24,26.02
5834,12,treatment,organic,1,ios,35-49,1.93
5835,15,treatment,organic,2,android,18-24,6.8
5836,25,control,organic,2,ios,35-49,13.97
5837,23,control,paid,2,android,35-49,7.53
5838,7,control,referral,1,ios,50+,6.12
5839,21,control,organic,2,android,25-34,10.96
5840,15,treatment,paid,1,android,35-49,11.02
5841,7,treatment,referral,2,android,18-24,10.42
5842,15,control,organic,1,ios,50+,7.14
5843,10,control,paid,1,android,18-24,17.74
5844,24,treatment,paid,1,android,50+,11.21
5845,18,treatment,organic,1,ios,25-34,15.25
5846,13,treatment,paid,2,ios,35-49,22.49
5847,26,control,paid,2,android,18-24,19.47
5848,16,control,organic,1,ios,25-34,8.45
5849,3,control,organic,1,android,18-24,21.77
5850,15,treatment,paid,1,ios,25-34,3.47
5851,4,control,referral,1,android,35-49,9.63
5852,27,control,paid,1,ios,25-34,14.24
5853,1,control,paid,1,ios,35-49,10.62
5854,26,control,paid,1,android,18-24,15.41
5855,26,treatment,referral,1,ios,18-24,23.97
5856,22,treatment,organic,1,ios,25-34,8.51
5857,5,treatment,organic,1,android,18-24,12.53
5858,25,control,organic,2,ios,25-34,18.94
5859,15,treatment,referral,1,ios,18-24,8.32
5860,2,treatment,paid,1,android,35-49,0.9
5861,7,treatment,organic,1,android,50+,5.81
5862,2,control,organic,2,ios,25-34,1.5
5863,22,treatment,paid,1,ios,25-34,10.41
5864,12,treatment,paid,1,ios,25-34,20.33
5865,6,control,organic,1,ios,50+,4.64
5866,26,treatment,organic,2,android,25-34,9.48
5867,21,control,organic,1,android,25-34,20.96
5868,5,control,organic,2,ios,25-34,29.22
5869,24,treatment,referral,2,ios,25-34,24.21
5870,3,treatment,organic,2,ios,35-49,17.34
5871,8,control,organic,1,android,18-24,5.28
5872,25,control,referral,1,ios,25-34,15.88
5873,14,control,paid,1,ios,25-34,10.95
5874,11,control,paid,1,android,50+,2.49
5875,19,control,organic,1,ios,25-34,5.85
5876,24,treatment,paid,2,ios,35-49,6.82
5877,16,control,paid,1,ios,35-49,10.27
5878,11,control,organic,1,ios,35-49,1.67
5879,11,control,organic,1,android,35-49,12.87
5880,15,control,paid,1,android,18-24,6.12
5881,9,control,organic,1,ios,50+,10.44
5882,14,treatment,referral,1,ios,50+,8.36
5883,4,control,referral,1,android,35-49,14.29
5884,11,treatment,organic,2,android,18-24,10.02
5885,25,control,paid,1,android,25-34,26.98
5886,10,treatment,paid,1,android,50+,12.17
5887,9,control,organic,2,ios,25-34,3.84
5888,14,treatment,paid,2,ios,50+,18.61
5889,7,control,paid,1,ios,18-24,14.17
5890,19,treatment,organic,1,android,35-49,9.62
5891,21,control,organic,1,android,18-24,19.39
